$atleast,>d,$done_percent,<ep,$learning_curve,<np,$nprod,$optimism,$pomposity,$productivity_exp,$productivity_new,$r,$to,$ts,>dom
8.81,41.44,2.76,8.79,11.76,0.21,1.17,12.48,64.7,5.37,0.85,676.23,8.86,37.2,0.64
8.81,41.44,2.76,8.81,11.76,0.19,1.17,12.48,64.7,5.37,0.85,676.23,8.86,37.2,0.65
8.81,41.44,2.76,8.83,11.76,0.17,1.17,12.48,64.7,5.37,0.85,676.23,8.86,37.2,0.69
8.81,41.44,2.76,8.83,11.76,0.17,1.17,12.48,64.7,5.37,0.85,676.23,8.86,37.2,0.69
5.11,0.87,3,3,77.55,22,1.1,43.22,59.39,4.85,0.76,298.21,88.42,25.83,0.05
5.11,35.27,3,3.28,77.55,21.72,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.19
5.11,35.27,3,3.57,77.55,21.43,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.13
5.11,35.27,3,3.85,77.55,21.15,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.18
5.11,35.27,3,4.12,77.55,20.88,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.14
5.11,35.27,3,4.4,77.55,20.6,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.18
5.11,35.27,3,4.67,77.55,20.33,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.14
5.11,35.27,3,4.93,77.55,20.07,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.17
5.11,35.27,3,5.19,77.55,19.81,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.16
5.11,35.27,3,5.45,77.55,19.55,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.24
5.11,35.27,3,5.71,77.55,19.29,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.13
5.11,35.27,3,5.96,77.55,19.04,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.16
5.11,35.27,3,6.21,77.55,18.79,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.19
5.11,35.27,3,6.45,77.55,18.55,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.23
5.11,35.27,3,6.7,77.55,18.3,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.21
5.11,35.27,3,6.94,77.55,18.06,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.19
5.11,35.27,3,7.17,77.55,17.83,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.19
5.11,35.27,3,7.4,77.55,17.6,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.24
5.11,35.27,3,7.63,77.55,17.37,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.24
5.11,35.27,3,7.86,77.55,17.14,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.1
5.11,35.27,3,8.09,77.55,16.91,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.2
5.11,35.27,3,8.31,77.55,16.69,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.15
5.11,35.27,3,8.52,77.55,16.48,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.19
5.11,35.27,3,8.74,77.55,16.26,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.12
5.11,35.27,3,8.95,77.55,16.05,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.22
5.11,35.27,3,9.16,77.55,15.84,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.19
5.11,35.27,3,9.37,77.55,15.63,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.2
5.11,35.27,3,9.57,77.55,15.43,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.15
5.11,35.27,3,9.77,77.55,15.23,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.22
5.11,35.27,3,9.97,77.55,15.03,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.15
5.11,35.27,3,9.97,77.55,15.03,1.1,43.22,59.39,4.85,0.76,263.81,88.42,25.83,0.21
8.12,0.7,5.34,4,44.55,25,3.91,63.16,87.37,2.28,0.99,784.48,10.32,60.43,0
8.12,100,5.34,4.56,44.55,24.44,3.91,63.16,87.37,2.28,0.99,684.48,10.32,60.43,0.53
0.69,0.16,3.92,8,33.43,8,9.09,99.91,84.09,4.97,0.88,352.05,5.09,96.96,0.13
0.69,100,3.92,8.24,33.43,7.76,9.09,99.91,84.09,4.97,0.88,252.05,5.09,96.96,0.94
2.35,0.15,0.32,2,78.84,11,8.92,46.29,20.65,3.54,0.32,247.63,40.61,54.25,0.22
2.35,94.7,0.32,2.14,78.84,10.86,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.96
2.35,94.7,0.32,2.28,78.84,10.72,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.91
2.35,94.7,0.32,2.42,78.84,10.58,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.94
2.35,94.7,0.32,2.55,78.84,10.45,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.95
2.35,94.7,0.32,2.69,78.84,10.31,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.89
2.35,94.7,0.32,2.82,78.84,10.18,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.91
2.35,94.7,0.32,2.95,78.84,10.05,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.9
2.35,94.7,0.32,3.08,78.84,9.92,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.94
2.35,94.7,0.32,3.21,78.84,9.79,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.89
2.35,94.7,0.32,3.33,78.84,9.67,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.92
2.35,94.7,0.32,3.46,78.84,9.54,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.93
2.35,94.7,0.32,3.58,78.84,9.42,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.91
2.35,94.7,0.32,3.7,78.84,9.3,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.91
2.35,94.7,0.32,3.82,78.84,9.18,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.94
2.35,94.7,0.32,3.94,78.84,9.06,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.93
2.35,94.7,0.32,4.05,78.84,8.95,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.95
2.35,94.7,0.32,4.17,78.84,8.83,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.93
2.35,94.7,0.32,4.28,78.84,8.72,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.96
2.35,94.7,0.32,4.39,78.84,8.61,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.96
2.35,94.7,0.32,4.51,78.84,8.49,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.96
2.35,94.7,0.32,4.61,78.84,8.39,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.92
2.35,94.7,0.32,4.72,78.84,8.28,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.9
2.35,94.7,0.32,4.83,78.84,8.17,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.93
2.35,94.7,0.32,4.93,78.84,8.07,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.95
2.35,94.7,0.32,5.04,78.84,7.96,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.93
2.35,94.7,0.32,5.14,78.84,7.86,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.9
2.35,94.7,0.32,5.24,78.84,7.76,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.96
2.35,94.7,0.32,5.34,78.84,7.66,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.94
2.35,94.7,0.32,5.44,78.84,7.56,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.96
2.35,94.7,0.32,5.44,78.84,7.56,8.92,46.29,20.65,3.54,0.32,153.08,40.61,54.25,0.91
8.99,0.49,6.31,1,1.27,6,2.58,34.16,9.46,9.5,0.62,966.05,21.66,2.67,0.3
8.99,34.6,6.31,5.72,1.27,1.28,2.58,34.16,9.46,9.5,0.62,931.94,21.66,2.67,0.66
8.99,35.7,6.31,10.45,1.27,0,2.58,34.16,9.46,9.5,0.62,930.84,21.66,2.67,0.55
8.99,89.55,6.31,11.45,1.27,0,2.58,34.16,9.46,9.5,0.62,876.99,21.66,2.67,0.97
8.99,100,6.31,11.45,1.27,0,2.58,34.16,9.46,9.5,0.62,776.99,21.66,2.67,0.97
7.45,0.84,1.42,6,42.42,11,6.18,59.73,26.7,9.26,0.93,805.71,16.3,52.79,0.09
7.45,100,1.42,6.26,42.42,10.74,6.18,59.73,26.7,9.26,0.93,705.71,16.3,52.79,0.87
0.34,0.28,6.25,7,30.83,26,8.86,29.95,27.02,5,0.31,736.45,42.86,21.13,0.01
0.34,100,6.25,7.84,30.83,25.16,8.86,29.95,27.02,5,0.31,636.45,42.86,21.13,0.48
0.83,0.1,8.14,3,35.59,19,2.74,92.63,45.69,1.82,0.7,64.18,55.68,24.35,0.02
0.83,51.5,8.14,3.53,35.59,18.47,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.33
0.83,51.5,8.14,4.07,35.59,17.93,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.25
0.83,51.5,8.14,4.59,35.59,17.41,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.41
0.83,51.5,8.14,5.09,35.59,16.91,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.34
0.83,51.5,8.14,5.58,35.59,16.42,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.34
0.83,51.5,8.14,6.05,35.59,15.95,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.47
0.83,51.5,8.14,6.52,35.59,15.48,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.37
0.83,51.5,8.14,6.96,35.59,15.04,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.32
0.83,51.5,8.14,7.4,35.59,14.6,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.4
0.83,51.5,8.14,7.82,35.59,14.18,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.38
0.83,51.5,8.14,8.23,35.59,13.77,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.41
0.83,51.5,8.14,8.63,35.59,13.37,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.39
0.83,51.5,8.14,9.02,35.59,12.98,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.47
0.83,51.5,8.14,9.39,35.59,12.61,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.4
0.83,51.5,8.14,9.76,35.59,12.24,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.46
0.83,51.5,8.14,10.11,35.59,11.89,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.37
0.83,51.5,8.14,10.46,35.59,11.54,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.47
0.83,51.5,8.14,10.79,35.59,11.21,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.4
0.83,51.5,8.14,11.11,35.59,10.89,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.42
0.83,51.5,8.14,11.43,35.59,10.57,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.37
0.83,51.5,8.14,11.74,35.59,10.26,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.45
0.83,51.5,8.14,12.03,35.59,9.97,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.48
0.83,51.5,8.14,12.32,35.59,9.68,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.36
0.83,51.5,8.14,12.6,35.59,9.4,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.42
0.83,51.5,8.14,12.87,35.59,9.13,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.41
0.83,51.5,8.14,13.14,35.59,8.86,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.45
0.83,51.5,8.14,13.39,35.59,8.61,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.47
0.83,51.5,8.14,13.64,35.59,8.36,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.41
0.83,51.5,8.14,13.88,35.59,8.12,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.48
0.83,51.5,8.14,13.88,35.59,8.12,2.74,92.63,45.69,1.82,0.7,12.78,55.68,24.35,0.44
7.35,0.73,2.33,5,32.93,25,6.26,22.62,44.43,7.4,0.72,277.38,17.92,68.89,0
7.35,100,2.33,5.76,32.93,24.24,6.26,22.62,44.43,7.4,0.72,177.38,17.92,68.89,0.56
8.9,0.3,0.55,4,64.38,12,9.1,85.55,22.26,4.29,0.75,724.02,67.14,81.33,0.12
8.9,100,0.55,4.19,64.38,11.81,9.1,85.55,22.26,4.29,0.75,624.02,67.14,81.33,0.93
3.31,0.37,4.95,1,77.72,9,6.02,50.23,21.84,3.82,0.39,647.72,31.89,24.41,0.3
3.31,44.5,4.95,1.12,77.72,8.88,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.71
3.31,44.5,4.95,1.23,77.72,8.77,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.65
3.31,44.5,4.95,1.35,77.72,8.65,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.6
3.31,44.5,4.95,1.46,77.72,8.54,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.56
3.31,44.5,4.95,1.57,77.72,8.43,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.61
3.31,44.5,4.95,1.68,77.72,8.32,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.61
3.31,44.5,4.95,1.79,77.72,8.21,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.67
3.31,44.5,4.95,1.9,77.72,8.1,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.67
3.31,44.5,4.95,2,77.72,8,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.7
3.31,44.5,4.95,2.11,77.72,7.89,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.63
3.31,44.5,4.95,2.21,77.72,7.79,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.64
3.31,44.5,4.95,2.31,77.72,7.69,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.69
3.31,44.5,4.95,2.41,77.72,7.59,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.59
3.31,44.5,4.95,2.51,77.72,7.49,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.55
3.31,44.5,4.95,2.61,77.72,7.39,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.64
3.31,44.5,4.95,2.7,77.72,7.3,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.71
3.31,44.5,4.95,2.8,77.72,7.2,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.7
3.31,44.5,4.95,2.89,77.72,7.11,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.62
3.31,44.5,4.95,2.98,77.72,7.02,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.64
3.31,44.5,4.95,3.08,77.72,6.92,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.57
3.31,44.5,4.95,3.17,77.72,6.83,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.72
3.31,44.5,4.95,3.26,77.72,6.74,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.73
3.31,44.5,4.95,3.34,77.72,6.66,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.73
3.31,44.5,4.95,3.43,77.72,6.57,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.7
3.31,44.5,4.95,3.52,77.72,6.48,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.78
3.31,44.5,4.95,3.6,77.72,6.4,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.7
3.31,44.5,4.95,3.68,77.72,6.32,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.72
3.31,44.5,4.95,3.77,77.72,6.23,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.7
3.31,44.5,4.95,3.85,77.72,6.15,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.56
3.31,44.5,4.95,3.85,77.72,6.15,6.02,50.23,21.84,3.82,0.39,603.59,31.89,24.41,0.61
5.26,0.34,1.16,7,50.75,4,0.92,57.14,87.02,6.24,0.59,216.32,48.91,72.65,0.29
5.26,42.7,1.16,7.08,50.75,3.92,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.73
5.26,42.7,1.16,7.16,50.75,3.84,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.66
5.26,42.7,1.16,7.23,50.75,3.77,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.62
5.26,42.7,1.16,7.31,50.75,3.69,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.61
5.26,42.7,1.16,7.38,50.75,3.62,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.66
5.26,42.7,1.16,7.46,50.75,3.54,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.7
5.26,42.7,1.16,7.53,50.75,3.47,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.69
5.26,42.7,1.16,7.6,50.75,3.4,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.62
5.26,42.7,1.16,7.67,50.75,3.33,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.68
5.26,42.7,1.16,7.73,50.75,3.27,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.56
5.26,42.7,1.16,7.8,50.75,3.2,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.67
5.26,42.7,1.16,7.86,50.75,3.14,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.77
5.26,42.7,1.16,7.93,50.75,3.07,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.71
5.26,42.7,1.16,7.99,50.75,3.01,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.59
5.26,42.7,1.16,8.05,50.75,2.95,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.65
5.26,42.7,1.16,8.11,50.75,2.89,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.56
5.26,42.7,1.16,8.17,50.75,2.83,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.66
5.26,42.7,1.16,8.22,50.75,2.78,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.69
5.26,42.7,1.16,8.28,50.75,2.72,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.59
5.26,42.7,1.16,8.33,50.75,2.67,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.77
5.26,42.7,1.16,8.39,50.75,2.61,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.65
5.26,42.7,1.16,8.44,50.75,2.56,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.68
5.26,42.7,1.16,8.49,50.75,2.51,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.73
5.26,42.7,1.16,8.54,50.75,2.46,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.7
5.26,42.7,1.16,8.59,50.75,2.41,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.61
5.26,42.7,1.16,8.64,50.75,2.36,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.73
5.26,42.7,1.16,8.69,50.75,2.31,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.64
5.26,42.7,1.16,8.73,50.75,2.27,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.68
5.26,42.7,1.16,8.78,50.75,2.22,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.64
5.26,42.7,1.16,8.78,50.75,2.22,0.92,57.14,87.02,6.24,0.59,173.96,48.91,72.65,0.69
7.38,0.09,9.38,8,72.12,5,5.15,68.19,18.23,1.2,0.23,544.13,94,76.67,0.19
7.38,55.45,9.38,8.07,72.12,4.93,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.63
7.38,55.45,9.38,8.14,72.12,4.86,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,8.21,72.12,4.79,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.74
7.38,55.45,9.38,8.27,72.12,4.73,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.65
7.38,55.45,9.38,8.34,72.12,4.66,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,8.41,72.12,4.59,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.74
7.38,55.45,9.38,8.47,72.12,4.53,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.67
7.38,55.45,9.38,8.53,72.12,4.47,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.59
7.38,55.45,9.38,8.6,72.12,4.4,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.69
7.38,55.45,9.38,8.66,72.12,4.34,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.73
7.38,55.45,9.38,8.72,72.12,4.28,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.79
7.38,55.45,9.38,8.78,72.12,4.22,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.73
7.38,55.45,9.38,8.84,72.12,4.16,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,8.9,72.12,4.1,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.67
7.38,55.45,9.38,8.96,72.12,4.04,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.65
7.38,55.45,9.38,9.01,72.12,3.99,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,9.07,72.12,3.93,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.79
7.38,55.45,9.38,9.12,72.12,3.88,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,9.18,72.12,3.82,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.73
7.38,55.45,9.38,9.23,72.12,3.77,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.69
7.38,55.45,9.38,9.29,72.12,3.71,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.7
7.38,55.45,9.38,9.34,72.12,3.66,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.73
7.38,55.45,9.38,9.39,72.12,3.61,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.68
7.38,55.45,9.38,9.44,72.12,3.56,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.72
7.38,55.45,9.38,9.49,72.12,3.51,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,9.54,72.12,3.46,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.65
7.38,55.45,9.38,9.59,72.12,3.41,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.67
7.38,55.45,9.38,9.64,72.12,3.36,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.69
7.38,55.45,9.38,9.68,72.12,3.32,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.71
7.38,55.45,9.38,9.68,72.12,3.32,5.15,68.19,18.23,1.2,0.23,488.77,94,76.67,0.74
4.69,0.96,1.94,9,77.87,10,2.48,4.37,7.78,3.86,0.48,370.44,56.15,47.33,0.16
4.69,99.02,1.94,9.13,77.87,9.87,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.88
4.69,99.02,1.94,9.26,77.87,9.74,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.92
4.69,99.02,1.94,9.38,77.87,9.62,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.91
4.69,99.02,1.94,9.51,77.87,9.49,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.87
4.69,99.02,1.94,9.63,77.87,9.37,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.88
4.69,99.02,1.94,9.75,77.87,9.25,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.91
4.69,99.02,1.94,9.87,77.87,9.13,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.94
4.69,99.02,1.94,9.99,77.87,9.01,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.92
4.69,99.02,1.94,10.11,77.87,8.89,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.82
4.69,99.02,1.94,10.23,77.87,8.77,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.9
4.69,99.02,1.94,10.34,77.87,8.66,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.85
4.69,99.02,1.94,10.45,77.87,8.55,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.95
4.69,99.02,1.94,10.56,77.87,8.44,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.88
4.69,99.02,1.94,10.67,77.87,8.33,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.96
4.69,99.02,1.94,10.78,77.87,8.22,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.91
4.69,99.02,1.94,10.89,77.87,8.11,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.88
4.69,99.02,1.94,10.99,77.87,8.01,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.87
4.69,99.02,1.94,11.1,77.87,7.9,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.94
4.69,99.02,1.94,11.2,77.87,7.8,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.93
4.69,99.02,1.94,11.3,77.87,7.7,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.9
4.69,99.02,1.94,11.4,77.87,7.6,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.9
4.69,99.02,1.94,11.5,77.87,7.5,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.88
4.69,99.02,1.94,11.6,77.87,7.4,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.85
4.69,99.02,1.94,11.7,77.87,7.3,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.91
4.69,99.02,1.94,11.79,77.87,7.21,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.91
4.69,99.02,1.94,11.88,77.87,7.12,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.86
4.69,99.02,1.94,11.98,77.87,7.02,2.48,4.37,7.78,3.86,0.48,272.38,56.15,47.33,0.87
